spotify_id,scraper_name,chartmasters_name,scraper_image_url,mb_id,mb_type_raw,parsed_artist_type,gender,country,birth_date,death_date,disband_date,debut_year,member_count,genres,primary_genre,secondary_genre,is_dead,is_disbanded
3TVXtAsR1Inumwj472S9r4,Drake,Drake,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb4293385d324db8558179afd9,9fff2f8a-21e6-47de-a2b8-7f449929d43f,Person,solo,male,CA,1986-10-24,,,2006,1,alternative r&b; contemporary r&b; hardcore hip hop; hip hop; pop; pop rap; r&b; trap,hip hop,r&b,FALSE,
06HL4z0CvFAxyc27GXpf02,Taylor Swift,Taylor Swift,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebe2e8e7ff002a4afda1c7147e,20244d07-534f-4eff-b4d4-930878889970,Person,solo,female,US,1989-12-13,,,2006,1,alternative pop; contemporary country; country; country pop; electropop; indie folk; pop; pop rock; singer-songwriter; synth-pop,pop,country,FALSE,
4q3ewBCX7sLwd24euuV69X,Bad Bunny,Bad Bunny,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb81f47f44084e0a09b5f0fa13,89aa5ecb-59ad-46f5-b3eb-2d424e941f19,Person,solo,male,PR,1994-03-10,,,2016,1,hip hop; latin; reggaeton; trap latino,latin,hip hop,FALSE,
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,The Weeknd,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb9e528993a2820267b97f6aae,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Person,solo,male,CA,1990-02-16,,,2011,1,alternative r&b; contemporary r&b; dance-pop; hypnagogic pop; pop; r&b; synth-pop,pop,r&b,FALSE,
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,Justin Bieber,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebaf20f7db5288bce9beede034,e0140a67-e4d1-4f13-8a01-364355bee46e,Person,solo,male,CA,1994-03-01,,,2009,1,dance-pop; pop; pop rap; r&b; teen pop,pop,,FALSE,
66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,Ariana Grande,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb6725802588d7dc1aba076ca5,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,Person,solo,female,US,1993-06-26,,,2011,1,contemporary r&b; dance-pop; pop; r&b; trap soul,r&b,pop,FALSE,
6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,Ed Sheeran,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebd55c95ad400aed87da52daec,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Person,solo,male,GB,1991-02-17,,,2011,1,dance-pop; folk; folk pop; persian pop; pop; singer-songwriter; soft rock,pop,alternative,FALSE,
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,Travis Scott,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb19c2790744c792d05570bb71,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,Person,solo,male,US,1991-04-30,,,2013,1,experimental hip hop; hip hop; pop rap; southern hip hop; trap,hip hop,,FALSE,
7dGJo4pcD2V6oG8kP0tJRR,Eminem,Eminem,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eba00b11c129b27a88fc72f36b,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Person,solo,male,US,1972-10-17,,,1996,1,boom bap; conscious hip hop; hardcore hip hop; hip hop; horrorcore; pop rap; trap,hip hop,,FALSE,
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,Kanye West,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb6e835a500e791bf9c27a422a,164f0d73-1234-4e2c-8743-d77bf2191051,Person,solo,male,US,1977-06-08,,,2003,1,chipmunk soul; christian hip hop; conscious hip hop; electropop; experimental hip hop; gospel; hip hop; pop; pop rap; trap,hip hop,pop,FALSE,
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,Kendrick Lamar,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb39ba6dcd4355c03de0b50918,381086ea-f511-4aba-bdf9-71c753dc5077,Person,solo,male,US,1987-06-17,,,2011,1,alternative hip hop; conscious hip hop; hardcore hip hop; hip hop; jazz rap; pop; pop rap; trap; west coast hip hop,hip hop,,FALSE,
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,Rihanna,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5ebcb565a8e684e3be458d329ac,73e5e69d-3554-40d8-8516-00cb38737a1c,Person,solo,female,US,1988-02-20,,,2005,1,contemporary r&b; dance; dance-pop; dancehall; electro house; electropop; hip hop; pop; pop soul; r&b; reggae,pop,r&b,FALSE,
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,Billie Eilish,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,Person,solo,female,US,2001-12-18,,,2015,1,alternative pop; alternative r&b; art pop; bedroom pop; contemporary r&b; electronic; electronica; electropop; indie pop; pop; pop rock; pop soul; singer-songwriter,pop,alternative,FALSE,
246dkjvS1zLTtiykXe5h60,Post Malone,Post Malone,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebe17c0aa1714a03d62b5ce4e0,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,Person,solo,male,US,1995-07-04,,,2015,1,alternative r&b; cloud rap; contemporary r&b; country; hip hop; pop rap; r&b; trap,hip hop,r&b,FALSE,
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,J Balvin,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb0405b03342c2e56751b9923d,5bdeb32d-56a5-4b6d-a768-264101fa0a0a,Person,solo,male,CO,1985-05-07,,,2009,1,hip hop; latin; latin pop; pop; reggaeton,latin,pop,FALSE,
1RyvyyTE3xzB2ZywiAwp0i,Future,Future,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb7565b356bc9d9394eefa2ccb,48262e82-db9f-4a92-b650-dfef979b73ec,Person,solo,male,US,1983-11-20,,,2011,1,hip hop; southern hip hop; trap,hip hop,,FALSE,
0du5cEVh5yTK9QJze8zA0C,Bruno Mars,Bruno Mars,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,Person,solo,male,US,1985-10-08,,,2010,1,funk; pop; r&b; rock; soul,r&b,,FALSE,
3Nrfpe0tUJi4K4DXYWgMUX,BTS,BTS,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebd642648235ebf3460d2d1f6a,0d79fe8e-ba27-4859-bb8c-2f255f346853,Group,group,male,KR,,,,2013,7,k-pop; pop,k-pop,pop,,FALSE
1i8SpTcr7yvPOmcqrbnVXY,Ozuna,Ozuna,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb463e10d5f1a533ddd6eb9a04,f2651b63-a44d-4d1d-ba64-d981d971ecd1,Person,solo,male,PR,1992-03-13,,,2017,1,latin; reggaeton; trap latino,latin,,FALSE,
4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,Juice WRLD,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb23a60030944f7853c21565ef,4e4ebde4-0c56-4dec-844b-6c73adcdd92d,Person,solo,male,US,1998-12-02,2019-12-08,,2018,1,cloud rap; emo rap; hip hop; trap,hip hop,,TRUE,
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,Coldplay,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb1ba8fc5f5c73e7e9313cc6eb,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Group,group,male,GB,,,,1998,4,alternative rock; art pop; britpop; dream pop; piano rock; pop; pop rock; post-britpop; rock,pop,rock,,FALSE
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,Chris Brown,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eba48397e590a1c70e2cda7728,c234fa42-e6a6-443e-937e-2f4b073538a3,Person,solo,male,US,1989-05-05,,,2005,1,contemporary r&b; dance; electro house; electropop; hip hop; pop; r&b; trap,hip hop,pop,FALSE,
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,Nicki Minaj,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb07a50f0a9a8f11e5a1102cbd,1036b808-f58c-4a3e-b461-a2c4492ecf1b,Person,solo,female,US,1982-12-08,,,2010,1,east coast hip hop; electronic; hip hop; pop; pop rap; r&b,hip hop,pop,FALSE,
26V3iUEDBumgX9YpSBka1b,Daddy Yankee,Daddy Yankee,https://image-cdn-fa.spotifycdn.com/image/ab67616d0000b273007a2b31feaf77c6c4af778e,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,Person,solo,male,PR,1977-02-03,,,1998,1,reggaeton; latin; hip hop; latin pop; reggae,latin,reggae,FALSE,
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,Dua Lipa,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb0c68f6c95232e716f0abee8d,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Person,solo,female,GB,1995-08-22,,,2015,1,alternative pop; boogie; contemporary r&b; dance-pop; dream pop; electropop; europop; funktronica; house; hypnagogic pop; indie pop; leftfield; nu disco; pop; r&b; synth-pop,pop,r&b,FALSE,
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,David Guetta,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebf150017ca69c8793503c2d4f,302bd7b9-d012-4360-897a-93b00c855680,Person,solo,male,FR,1967-11-07,,,2001,1,dance; dance-pop; electro house; electronic; electropop; festival progressive house; future rave; house; tech house,electronic,pop,FALSE,
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,Lana Del Rey,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebb99cacf8acd5378206767261,b7539c32-53e7-4908-bda3-81449c367da6,Person,solo,female,US,1985-06-21,,,2011,1,alternative pop; art pop; ballad; chamber pop; dream pop; electronic; indie pop; neo-psychedelia; pop; singer-songwriter; trip hop,pop,alternative,FALSE,
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,XXXTENTACION,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4,61af87f4-16ee-4431-8504-cc06187079fb,Person,solo,male,US,1998-01-23,2018-06-18,,2015,1,emo rap; hip hop; trap; trap metal,hip hop,,TRUE,
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,Imagine Dragons,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5ebab47d8dae2b24f5afe7f9d38,012151a8-0f9a-44c9-997f-ebd68b5389f9,Group,group,male,US,,,,2012,3,alternative pop; alternative rock; electropop; indie pop; indietronica; pop; pop rock; rock,pop,alternative,,FALSE
55Aa2cqylxrFIXC767Z865,Lil Wayne,Lil Wayne,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb998010cd1075921b5faf16b2,ac9a487a-d9d2-4f27-bb23-0f4686488345,Person,solo,male,US,1982-09-27,,,1999,1,gangsta rap; hip hop; pop; pop rap; r&b; rap rock; rock; southern hip hop; trap,hip hop,pop,FALSE,
1URnnhqYAYcrqrcwql10ft,21 Savage,21 Savage,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb4f8f76117470957c0e81e5b2,37b2cb82-ef79-4d46-a184-a549450aa231,Person,solo,male,US,1992-10-22,,,2015,1,gangsta rap; hip hop; pop rap; southern hip hop; trap,hip hop,,FALSE,
1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,Rauw Alejandro,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb43ea45ccf08451d2511d33fa,197b70c7-8910-4030-ad03-632d82aa40e3,Person,solo,male,PR,1993-01-10,,,2016,1,hip hop; latin; reggaeton; trap latino,latin,hip hop,FALSE,
2R21vXR83lH98kGeO99Y66,Anuel AA,Anuel AA,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eba23ceb177745632b517cb7b2,87a75fc3-59e7-4598-925c-8e230bce5db9,Person,solo,male,PR,1992-11-27,,,2018,1,latin; reggaeton; trap latino,latin,,FALSE,
7tYKF4w9nC0nq9CsPZTHyP,SZA,SZA,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebfd0a9fb6c252a3ba44079acf,272989c8-5535-492d-a25c-9f58803e027f,Person,solo,female,US,1989-11-08,,,2012,1,alternative r&b; contemporary r&b; electronic; hip hop soul; neo soul; pop; r&b,r&b,,FALSE,
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,Lil Uzi Vert,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb62c272d76220f2e9dad56704,8837b875-3689-4646-b3fd-d8b53815c7a8,Person,solo,non-binary,US,1995-07-31,,,2016,1,cloud rap; east coast hip hop; emo rap; hip hop; pop rap; rage; trap,hip hop,,FALSE,
790FomKkXshlbRYZFtlgla,KAROL G,KAROL G,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb66041ce9eb4497057cbc3496,de22adae-f8ac-414f-b653-b0162611bd60,Person,solo,female,CO,1991-02-14,,,2017,1,latin; r&b; reggaeton,latin,,FALSE,
5f7VJjfbwm532GiveGC0ZK,Lil Baby,Lil Baby,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb514da623c55dc9d2155705dd,d42a5768-ada1-4fb6-85fd-f61aba6264e0,Person,solo,male,US,1994-12-03,,,2017,1,hip hop; southern hip hop; trap,hip hop,,FALSE,
6LuN9FCkKOj5PcnpouEgny,Khalid,Khalid,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb8f77c3eddc1869e9542b04bc,28737730-ec70-4da5-89c5-77ac13c5c34d,Person,solo,male,US,1998-02-11,,,2016,1,contemporary r&b; hip hop; leftfield; pop; r&b; singer-songwriter,r&b,,FALSE,
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,Lady Gaga,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebaadc18cac8d48124357c38e6,650e7db6-b795-4eb5-a702-5ea2fc46c848,Person,solo,female,US,1986-03-28,,,2008,1,americana; dance; dance-pop; electro house; electronic; electropop; jazz; pop; pop rock; synth-pop,pop,electronic,FALSE,
6vWDO969PvNqNYHIOW5v0m,Beyoncé,Beyoncé,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb7eaa373538359164b843f7c0,859d0860-d480-4efd-970c-c05d5f1776b8,Person,solo,female,US,1981-09-04,,,2002,1,alternative r&b; americana; contemporary r&b; country; dance; dance-pop; disco; electropop; funk; hip hop; house; pop; pop rap; pop soul; progressive house; r&b; singer-songwriter; soul,r&b,pop,FALSE,
04gDigrS5kc9YWfZHwBETP,Maroon 5,Maroon 5,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5ebf8349dfb619a7f842242de77,0ab49580-c84f-44d4-875f-d83760ea2cfe,Group,group,male,US,,,,2002,6,alternative rock; dance; dance-pop; electropop; funk rock; indie rock; pop; pop rock; rock,rock,pop,,FALSE
1r4hJ1h58CWwUQe3MxPuau,Maluma,Maluma,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5ebc865fa1b398bc1cd02649f51,e8979f75-9110-4df8-ac70-898898d080d1,Person,solo,male,CO,1994-01-28,,,2012,1,latin; latin pop; reggaeton; trap latino,latin,,FALSE,
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,J. Cole,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb4b053c29fd4b317ff825f0dc,875203e1-8e58-4b86-8dcb-7190faf411c5,Person,solo,male,US,1985-01-28,,,2010,1,hip hop,hip hop,,FALSE,
7CajNmpbOovFoOoasH2HaY,Calvin Harris,Calvin Harris,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb1e4bcd2bef1896648762dd6b,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,Person,solo,male,GB,1984-01-17,,,2006,1,club; dance; dance-pop; edm; electro house; electronic; electropop; festival progressive house; funktronica; melodic house; melodic techno; nu disco; pop; progressive house; synth-pop; uk garage,electronic,pop,FALSE,
4YRxDV8wJFPHPTeXepOstw,Arijit Singh,Arijit Singh,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb5ba2d75eb08a2d672f9b69b7,ed3f4831-e3e0-4dc0-9381-f5649e9df221,Person,solo,male,IN,1987-04-25,,,2013,1,filmi; indian pop,pop,,FALSE,
2LRoIwlKmHjgvigdNGBHNo,Feid,Feid,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb600ee3d2a14da8d038fa7bbf,eaee97f6-f2e4-414a-966c-f31a1fb4696a,Person,solo,male,CO,1992-08-19,,,2015,1,latin; reggaeton; trap latino,latin,,FALSE,
7iK8PXO48WeuP03g8YR51W,Myke Towers,Myke Towers,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb8372345609bebaf1e948ef7f,d2945137-b01d-4195-9f82-64d20f8ba657,Person,solo,male,PR,1994-01-15,,,2016,1,latin; reggaeton; trap latino,latin,,FALSE,
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,Doja Cat,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb8a0644455ebfa7d3976f5101,5df62a88-cac9-490a-b62c-c7c88f4020f4,Person,solo,female,US,1995-10-21,,,2014,1,alternative rock; grunge; hip hop; pop; pop rap; post-grunge; power pop; rock; trap; west coast hip hop,hip hop,rock,FALSE,
5WUlDfRSoLAfcVSX1WnrxN,Sia,Sia,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb91c19888fe2fa3d5066199d1,2f548675-008d-4332-876c-108b0c7ab9c5,Person,solo,female,AU,1975-12-18,,,2000,1,alternative pop; art pop; dance-pop; electropop; indie pop; pop,pop,alternative,FALSE,
50co4Is1HCEo8bhOyUWKpn,Young Thug,Young Thug,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb9f2fb33940aac624dc5d100d,800760de-bdf8-43a2-8fe0-44a2401a5515,Person,solo,male,US,1991-08-16,,,2014,1,hip hop; southern hip hop; trap,hip hop,,FALSE,
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,Linkin Park,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb527d95dabbe8b8b527e8136f,f59c5520-5f46-4d2c-b2c4-822eabf53419,Group,group,mixed,US,,,,2000,6,alternative metal; alternative rock; metal; nu metal; rap metal; rap rock; rock,metal,rock,,FALSE
329e4yvIujISKGKz1BZZbO,Farruko,Farruko,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb69c46f8a2fe8114da9170aca,d2b3524f-67e8-45ef-bfc1-693cac525135,Person,solo,male,PR,1991-05-02,,,2009,1,latin; reggaeton; trap latino,latin,,FALSE,
0EmeFodog0BfCgMzAIvKQp,Shakira,Shakira,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb44b07362e94585ebd7c564c9,bf24ca37-25f4-4e34-9aec-460b94364cfc,Person,solo,female,CO,1977-02-02,,,1991,1,latin; latin pop; pop; pop rock,latin,pop,FALSE,
7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,Shawn Mendes,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb58b4b9419486550f6fda0535,b7d92248-97e3-4450-8057-6fe06738f735,Person,solo,male,CA,1998-08-08,,,2014,1,folk pop; pop; pop rock; pop soul; teen pop,pop,,FALSE,
1SupJlEpv7RS2tPNRaHViT,Nicky Jam,Nicky Jam,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb45780f160ed896e42b6d17b0,c458e9dc-e0d5-45ea-9e83-f9d0395f030d,Person,solo,male,PR,1980-02-25,,,2019,1,latin; reggaeton,latin,,FALSE,
2wY79sveU1sp5g7SokKOiI,Sam Smith,Sam Smith,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb3262e01b79152c4f8007f3ac,5a85c140-dcf9-4dd2-b2c8-aff0471549f3,Person,solo,non-binary,GB,1992-05-19,,,2008,1,alternative r&b; blue-eyed soul; pop; pop soul; soul; synth funk,r&b,pop,FALSE,
12GqGscKJx3aE4t07u7eVZ,Peso Pluma,Peso Pluma,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebe5283f5b671cf618b82a2696,75e4f8ef-34c3-44fd-8467-88a7d9599f77,Person,solo,male,MX,1999-06-15,,,2021,1,corrido tumbado; regional mexicano,latin,,FALSE,
1dfeR4HaWDbWqFHLkxsg1d,Queen,Queen,https://i.scdn.co/image/af2b8e57f6d7b5d43a616bd1e27ba552cd8bfd42,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,Group,group,male,GB,,,,1973,3,art rock; classic rock; glam rock; hard rock; pop rock; progressive rock; rock; symphonic rock,rock,,,FALSE
4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,Morgan Wallen,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb4245b1652fcc23f2b76ccd07,2077273e-eaa1-4f49-903c-f286ededecb9,Person,solo,male,US,1993-05-13,,,2018,1,country; country pop,country,,FALSE,
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,One Direction,https://i.scdn.co/image/289c7f686f5b78ceeb224453cf9a15697a678a79,1a425bbd-cca4-4b2c-aeb7-71cb176c828a,Group,group,male,GB,,,,2011,4,dance-pop; folk pop; pop; pop rock; power pop; teen pop,pop,,,FALSE
0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,Metro Boomin,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb28f1e72b31e756ea3f3a51e7,59db3d82-86ea-451f-881f-dffc8ec387c9,Person,solo,male,US,1993-09-16,,,2017,1,hip hop; trap,hip hop,,FALSE,
4dpARuHxo51G3z768sgnrY,Adele,Adele,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb68f6e5892075d7f22615bd17,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,Person,solo,female,GB,1988-05-05,,,2007,1,blue-eyed soul; neo soul; pop; pop soul; r&b; soul,r&b,pop,FALSE,
6KImCVD70vtIoJWnq6nGn3,Harry Styles,Harry Styles,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5ebf7db7c8ede90a019c54590bb,7eb1ce54-a355-41f9-8d68-e018b096d427,Person,solo,male,GB,1994-02-01,,,2017,1,funk; new wave; pop; rock; soft rock; soul; synth-pop,pop,r&b,FALSE,
7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,Ty Dolla $ign,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5ebdeccf223fe80d308aba91b64,7bd66c18-cb33-49aa-9279-140acedbdb49,Person,solo,male,US,1985-04-13,,,2010,1,contemporary r&b; hip hop; pop rap; r&b,hip hop,r&b,FALSE,
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,Gunna,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eba998bc86f87b9fe7e2466110,100b8734-f4f0-4536-9960-47f7c59d1b4c,Person,solo,male,US,1993-06-14,,,2019,1,hip hop; pop rap; southern hip hop; trap,hip hop,,FALSE,
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,Arctic Monkeys,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb7da39dea0a72f581535fb11f,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Group,group,male,GB,,,,2005,4,alternative rock; art rock; baroque pop; garage rock; garage rock revival; indie rock; neo-psychedelia; post-punk revival; psychedelic pop; psychedelic rock,rock,alternative,,FALSE
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,Selena Gomez,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb815e520e3ce7fe210046ba66,e4bc69e2-a064-4f93-ada1-f7f209cc1cc3,Person,solo,female,US,1992-07-22,,,2008,1,alternative pop; alternative r&b; art pop; brostep; contemporary r&b; dance-pop; electro house; electro-disco; electropop; pop; rock; teen pop,pop,r&b,FALSE,
6jJ0s89eD6GaHleKKya26X,Katy Perry,Katy Perry,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb4be5330bd48527f9dd620663,122d63fc-8671-43e4-9752-34e846d62a9c,Person,solo,female,US,1984-10-25,,,2008,1,bubblegum pop; dance-pop; disco; electropop; pop; pop rock; synth-pop; teen pop,pop,,FALSE,
4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator","Tyler, The Creator",https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebdf2728294ff77dd11eeb18fb,f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,Person,solo,male,US,1991-03-06,,,2009,1,hardcore hip hop; hip hop; horrorcore; west coast hip hop,hip hop,,FALSE,
7AVqOkmUtZwDqcqw9Ytzmi,Pritam,Pritam,https://image-cdn-ak.spotifycdn.com/image/ab67616d0000b273efc0b3599ed391324f394949,52db98c1-0cc9-4aab-9f2d-ea8d359234f3,Person,solo,male,IN,1971-06-14,,,2002,1,filmi,other,,FALSE,
1McMsnEElThX1knmY4oliG,Olivia Rodrigo,Olivia Rodrigo,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebe03a98785f3658f0b6461ec4,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,Person,solo,female,US,2003-02-20,,,2021,1,folk pop; musical; pop; pop punk; pop rock; power pop; singer-songwriter,pop,rock,FALSE,
26VFTg2z8YR0cCuwLzESi2,Halsey,Halsey,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb15136101a0f63f0b2800b9dc,3377f3bb-60fc-4403-aea9-7e800612e060,Person,solo,female,US,1994-09-29,,,2014,1,alternative pop; alternative r&b; alternative rock; contemporary r&b; electropop; indie pop; pop; pop rock; synth-pop,pop,alternative,FALSE,
3WrFJ7ztbogyGnTHbHJFl2,The Beatles,The Beatles,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5ebe9348cc01ff5d55971b22433,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,Group,group,male,GB,,,1970-04-10,1962,3,classic rock; mainstream rock; merseybeat; pop; pop rock; psychedelic pop; psychedelic rock; rock; rock and roll,rock,pop,,TRUE
0TnOYISbd1XYRBk9myaseg,Pitbull,Pitbull,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb8d8ac7290d0fe2d12fb6e4d9,d262ea27-3ffe-40f7-b922-85c42d625e67,Person,solo,male,US,1981-01-15,,,2004,1,dance; dance-pop; electro house; electropop; eurodance; hip hop; hip house; latin; latin pop; pop rap; southern hip hop,latin,pop,FALSE,
137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,Wiz Khalifa,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebc66b0a8c3268f0b6556f64a8,f5dfa020-ad69-41cd-b3d4-fd7af0414e94,Person,solo,male,US,1987-09-08,,,2006,1,east coast hip hop; hip hop; pop rap,hip hop,,FALSE,
699OTQXzgjhIYAHMy9RyPD,Playboi Carti,Playboi Carti,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebba50ca67ffc3097f6ea1710a,2baf3276-ed6a-4349-8d2e-f4601e7b2167,Person,solo,male,US,1995-09-13,,,2017,1,cloud rap; hip hop; plugg; rage; southern hip hop; trap,hip hop,other,FALSE,
7Gi6gjaWy3DxyilpF1a8Is,Junior H,Junior H,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb5fbe9b7dc7d9a2295bd6022c,af1b83bb-3edc-4443-b771-67a1d235e82b,Person,solo,male,MX,2000-04-23,,,2019,1,corrido tumbado; regional mexicano,latin,,FALSE,
